date,highest_category,FLUR,FLBP1FH,Investor Purchases_FL,Investor Market Share_FL,Investor Purchases YoY_FL,Investor Purchases_Total,Investor Market Share_Total,Investor Purchases YoY_Total,HPI_South_Atlantic_Not_Seasonally_Adjusted,HPI_South_Atlantic_Seasonally_Adjusted,HPI_USA_Not_Seasonally_Adjusted,HPI_USA_Seasonally_Adjusted,Inventory_FL,Inventory_Non_FL,Inventory_US,DaysToClose_FL,DaysToClose_Non_FL,DaysToClose_US,MarketTemp_FL,MarketTemp_Non_FL,MarketTemp_US,NewConSales_FL,NewConSales_Non_FL,NewConSales_US,ZHVI_Tier_FL,ZHVI_Tier_Non_FL,ZHVI_Tier_US,ZORDI_Condo_FL,ZORDI_Condo_Non_FL,ZORDI_Condo_US,ZORDI_MFR_FL,ZORDI_MFR_Non_FL,ZORDI_MFR_US,ZORDI_SFR_FL,ZORDI_SFR_Non_FL,ZORDI_SFR_US,ZORDI_All_FL,ZORDI_All_Non_FL,ZORDI_All_US
2024-06-01,,3.4,10798,,,,,,,465.73,455.92,431.28,421.41,3415.993103448276,639.4162583518931,726.2778856526429,35.28235294117647,34.208196721311474,34.33956834532374,36.241379310344826,54.130434782608695,53.570194384449245,331.7391304347826,338.66333333333336,338.1702786377709,373454.41289933684,286112.89303480583,288942.95345499733,22.136363636363637,55.31730769230769,52.143478260869564,47.16,77.09744408945687,75.94777265745007,44.851851851851855,86.6,84.84423676012462,42.392857142857146,78.84375,77.56155778894473
2024-07-01,,3.4,11033,10030,21.166666666666668,-12.0,51032,14.537878787878787,-0.6022727272727273,463.21,454.88,430.89,422.66,3435.6724137931033,670.9365256124721,757.4277238403452,34.544117647058826,34.09494535519126,34.14988009592326,34.55172413793103,51.331103678929765,50.80561555075594,321.82608695652175,328.31,327.8482972136223,372907.2775451945,287222.7535161119,289999.12356845086,18.434782608695652,51.953271028037385,48.70042194092827,44.36,75.47151898734177,74.28767123287672,39.51851851851852,80.0864,78.40644171779141,38.25,75.64036222509702,74.33333333333333
2024-08-01,1.0,3.4,10755,,,,,,,460.72,454.92,430.03,424.25,3222.958620689655,696.578285077951,775.6128371089536,34.199999999999996,33.795081967213115,33.84460431654676,34.58620689655172,48.67857142857143,48.236756756756755,320.17391304347825,332.96,332.0495356037152,371805.3248363193,287128.7041371899,289872.4158693405,15.681818181818182,47.93665158371041,45.016460905349795,40.64,70.12852664576802,69.01659125188537,33.407407407407405,70.68203497615262,69.14786585365853,32.607142857142854,68.97175866495508,67.7100371747212
2024-09-01,4.0,3.5,9165,,,,,,,463.27,458.19,431.49,426.98,3248.2844827586205,713.9149034892354,793.1993887090974,34.11764705882353,33.56967213114754,33.63669064748201,34.785714285714285,45.776905829596416,45.44239130434783,288.0,309.33112582781456,307.82153846153847,370145.8934293294,286606.37573491567,289313.24278870114,14.095238095238095,41.29680365296804,38.916666666666664,31.916666666666668,61.3343653250774,60.28059701492537,28.035714285714285,61.882165605095544,60.4375,28.107142857142858,60.98191214470284,59.83416458852868
2024-10-01,2.0,3.5,9687,9188,22.833333333333332,-14.833333333333334,47872,15.58901515151515,-0.005681818181818182,464.34,461.67,431.35,429.08,3235.2241379310344,721.3574610244989,800.0005393743257,34.5735294117647,33.62909836065574,33.74460431654676,32.58620689655172,43.002234636871506,42.675324675324674,267.2608695652174,313.3125,310.07339449541286,368191.38886650547,286124.1799463591,288783.3409057828,13.047619047619047,34.736363636363635,32.84647302904564,34.28,53.00304414003044,52.316715542522,25.857142857142858,55.033018867924525,53.8027108433735,26.0,53.91773778920309,52.94789081885856
2024-11-01,,3.5,8192,,,,,,,466.83,464.83,430.55,430.66,3329.8482758620694,690.8684298440979,773.4255124056094,35.27058823529412,33.517615176151764,33.73047619047619,32.964285714285715,41.794612794612796,41.52557127312296,279.7826086956522,299.455737704918,298.0762195121951,365313.6704708268,284983.7330672453,287586.6025473613,11.80952380952381,27.856502242152466,26.475409836065573,32.68,44.75639097744361,44.31884057971015,23.25,47.28367670364501,46.262518968133534,24.0,45.85769230769231,45.100247524752476
2024-12-01,,3.4,8786,,,,,,,465.76,466.21,429.97,432.72,3353.301724137931,622.6469933184856,708.0720064724919,32.588235294117645,33.36788617886179,33.27321428571429,34.25,43.70894677236693,43.41822173435785,324.3478260869565,332.0655737704918,331.5243902439024,362731.83816951886,284290.72164967924,286832.38911233324,14.5,28.963963963963963,27.65983606557377,31.666666666666668,44.574660633484164,44.12372634643377,25.846153846153847,48.003236245954696,47.108695652173914,26.0,46.03865979381443,45.340796019900495
2025-01-01,,3.5,9747,9146,23.333333333333332,-10.166666666666666,47009,17.231060606060606,4.113636363636363,461.73,464.22,430.52,434.45,3464.9655172413795,587.6049554565701,677.6194714131607,33.01470588235294,34.52427821522309,34.34606481481481,33.86206896551724,47.081447963800905,46.661555312157724,207.7826086956522,221.35294117647058,220.40425531914894,360215.7695750018,282851.00539846875,285357.79663994303,16.238095238095237,32.68695652173913,31.310756972111555,39.36,49.930780559646536,49.55539772727273,30.296296296296298,57.54213036565978,56.420731707317074,31.214285714285715,52.71736375158429,51.98041615667075
2025-02-01,,3.6,9529,,,,,,,466.48,464.89,434.26,434.59,3716.3706896551726,592.253155159614,689.9871449119022,33.0735294117647,34.43702290076336,34.2804054054054,34.10344827586207,51.83820224719101,51.27856365614799,237.2608695652174,249.70967741935485,248.84984984984985,358457.3632453891,282343.7409030025,284809.9923532027,19.636363636363637,38.2,36.61089494163424,45.61538461538461,61.402919708029195,60.82559774964838,34.67857142857143,70.80854430379746,69.27575757575758,36.32142857142857,64.8188679245283,63.849331713244226
2025-03-01,,3.6,9605,,,,,,,471.37,466.99,438.33,434.92,3911.565517241379,629.4429844097996,732.1199568500539,31.647058823529413,32.430534351145035,32.34054054054054,33.241379310344826,53.92825112107624,53.27687296416938,292.69565217391306,301.8543689320388,301.2198795180723,357779.4466690516,283249.0590835015,285664.01018962555,20.363636363636363,43.49794238683128,41.577358490566034,39.22222222222222,58.081896551724135,57.37759336099585,35.785714285714285,78.65993788819875,76.8735119047619,35.25,65.48514851485149,64.47248803827752
2025-04-01,,3.7,10531,9649,20.333333333333332,-17.333333333333332,52128,14.825757575757576,-2.2405303030303028,470.35,462.66,441.32,433.81,4055.8275862068967,690.8867854491463,796.1546206400576,32.76470588235294,32.43893129770992,32.476351351351354,32.96551724137931,54.32552954292085,53.65658747300216,286.4782608695652,286.67628205128204,286.6626865671642,358054.7544353638,285253.99377991527,287612.90110841586,19.181818181818183,48.476,46.106617647058826,28.25,47.71896316507503,47.00262812089356,35.464285714285715,84.25190839694656,82.25183016105417,32.142857142857146,60.47228915662651,59.54778554778555
2025-05-01,,3.7,9777,,,,,,,472.1,462.17,443.75,433.89,4083.1241379310345,759.6397364513733,863.6106616325063,34.23529411764706,33.274809160305345,33.38513513513514,32.62068965517241,51.11036789297659,50.53131749460043,324.95652173913044,309.2278481012658,310.29498525073745,357765.6423757792,287602.4053041529,289875.8509746302,19.045454545454547,48.83984375,46.48201438848921,20.464285714285715,37.91825613079019,37.27690288713911,35.32142857142857,83.79331306990882,81.81486880466473,29.678571428571427,54.293622141997595,53.49126891734575
2025-06-01,,3.7,10442,,,,,,,469.46,459.43,443.74,433.56,4026.646551724138,808.4832962138084,909.1593851132686,34.64705882352941,34.12595419847328,34.185810810810814,32.0,48.927536231884055,48.39740820734341,300.5652173913044,287.4858934169279,288.3654970760234,356681.95511389204,289231.4697813094,291417.01623342664,17.045454545454547,45.16064257028113,42.87822878228782,20.357142857142858,39.22115384615385,38.52248677248677,32.57142857142857,77.85502958579882,76.05397727272727,27.464285714285715,53.97721822541966,53.11600928074246
2025-07-01,,3.7,8980,8896,20.166666666666668,-10.5,51707,14.875,5.7272727272727275,467.8,459.37,441.86,433.45,3944.405172413793,827.3386228656274,924.8520316432938,34.4264705882353,33.95038167938932,34.005067567567565,32.55172413793103,46.941045606229146,46.491379310344826,248.04347826086956,261.9099378881988,260.9855072463768,355151.40689828206,290628.9506531368,292719.6224197393,14.454545454545455,39.87951807228916,37.81549815498155,17.964285714285715,36.477428180574556,35.794466403162055,27.5,67.7645305514158,66.1516452074392,23.964285714285715,49.688995215311,48.855324074074076
2025-08-01,,3.8,8996,,,,,,,467.55,461.71,441.3,435.3,3793.9103448275864,835.119153674833,927.6811218985977,33.56470588235294,33.378625954198476,33.4,33.57142857142857,44.70457079152731,44.36756756756757,264.95652173913044,264.8796296296296,264.8847262247839,353113.0133105032,290241.1808188099,292278.36868725583,11.454545454545455,30.916666666666668,29.354014598540147,15.428571428571429,32.06775067750677,31.45953002610966,22.857142857142858,58.031976744186046,56.65642458100559,20.285714285714285,43.089392133492254,42.35294117647059
2025-09-01,,3.9,8517,,,,,,,465.55,460.26,439.72,435.04,3660.905172413793,835.9278953229399,924.3036677454153,33.01470588235294,32.847328244274806,32.866554054054056,31.379310344827587,41.0958751393534,40.79157667386609,257.82608695652175,261.7476923076923,261.48850574712645,351784.1604984999,289838.21182229713,291845.3989861071,10.590909090909092,27.863636363636363,26.534965034965033,13.535714285714286,26.65135135135135,26.173177083333332,20.678571428571427,49.87157287157287,48.737864077669904,17.928571428571427,36.74674556213018,36.14318442153494
2025-10-01,,,9990,8670,21.333333333333332,-4.5,49414,16.418560606060606,6.2859848484848495,464.67,461.96,439.15,436.78,3642.75,835.2809020044543,923.108953613808,33.39705882352941,33.01526717557252,33.05912162162162,31.571428571428573,38.576707726763715,38.36373507057546,230.04166666666666,240.43843843843842,239.73949579831933,350569.359371845,289349.1331713267,291332.8053051983,11.555555555555555,30.77403846153846,29.976958525345623,9.857142857142858,20.127891156462585,19.750982961992136,18.607142857142858,43.31285714285714,42.362637362637365,15.379310344827585,31.842789598108748,31.297142857142855
2025-11-01,,4.2,6975,,,,,,,467.48,465.2,439.72,439.72,3615.8758620689655,790.1314031180401,878.5311758360302,33.21176470588235,33.01832061068702,33.04054054054054,32.107142857142854,37.353932584269664,37.19389978213508,213.95833333333334,212.55786350148367,212.65096952908587,349190.8758913383,288723.17333468667,290682.46202087984,13.0,27.693146417445483,27.100149476831092,6.961538461538462,15.121739130434783,14.825418994413408,17.962962962962962,38.78581560283688,38.01775956284153,15.206896551724139,29.43705463182898,28.96326061997704
2025-12-01,,4.3,7578,,,,,,,465.85,465.95,437.71,440.36,3486.919540229885,704.0624536005939,791.1205501618123,32.73529411764706,33.57442748091603,33.47804054054054,33.07142857142857,39.34160090191657,39.14972677595628,248.53846153846155,256.65714285714284,256.09574468085106,347839.8892022893,287741.72038319684,289689.0353505194,15.178571428571429,30.858024691358025,30.208579881656803,6.538461538461538,14.921167883211679,14.614627285513361,21.5,41.181688125894134,40.42365887207703,18.620689655172413,32.198816568047334,31.748283752860413
